,bin_death_index,pageid,ma,diff,diff_percent,diff_views,diff_percent_views
2828,33.0,29268,12667.0,11045.0,6.81,9607.0,5.92
2829,34.0,29268,12951.0,11329.0,6.98,9716.0,5.99
2830,35.0,29268,13360.0,11738.0,7.24,10259.0,6.32
2831,36.0,29268,13854.0,12232.0,7.54,10124.0,6.24
2832,37.0,29268,13989.0,12367.0,7.62,9125.0,5.63
2833,38.0,29268,11480.0,9858.0,6.08,7117.0,4.39
2834,39.0,29268,10426.0,8804.0,5.43,5681.0,3.5
2835,40.0,29268,9871.0,8249.0,5.09,5724.0,3.53
2836,41.0,29268,9273.0,7651.0,4.72,5529.0,3.41
2837,42.0,29268,8683.0,7061.0,4.35,6132.0,3.78
2838,43.0,29268,8312.0,6690.0,4.12,7524.0,4.64
2839,44.0,29268,7993.0,6371.0,3.93,6895.0,4.25
2840,45.0,29268,7771.0,6149.0,3.79,5560.0,3.43
2841,46.0,29268,7694.0,6072.0,3.74,5145.0,3.17
2842,47.0,29268,7586.0,5964.0,3.68,4966.0,3.06
2843,48.0,29268,7426.0,5804.0,3.58,4412.0,2.72
2844,49.0,29268,7369.0,5747.0,3.54,5731.0,3.53
2845,50.0,29268,7384.0,5762.0,3.55,7626.0,4.7
2846,51.0,29268,7423.0,5801.0,3.58,7172.0,4.42
2847,52.0,29268,7374.0,5752.0,3.55,5218.0,3.22
2848,53.0,29268,7227.0,5605.0,3.46,4112.0,2.54
2849,54.0,29268,7014.0,5392.0,3.32,3474.0,2.14
2850,55.0,29268,7410.0,5788.0,3.57,7188.0,4.43
2851,56.0,29268,7472.0,5850.0,3.61,6160.0,3.8
2852,57.0,29268,7329.0,5707.0,3.52,6629.0,4.09
2853,58.0,29268,7243.0,5621.0,3.47,6572.0,4.05
2854,59.0,29268,7300.0,5678.0,3.5,5616.0,3.46
2855,60.0,29268,7281.0,5659.0,3.49,3976.0,2.45
2856,61.0,29268,7293.0,5671.0,3.5,3558.0,2.19
2857,62.0,29268,6777.0,5155.0,3.18,3579.0,2.21
2858,63.0,29268,6421.0,4799.0,2.96,3666.0,2.26
2859,64.0,29268,6219.0,4597.0,2.83,5215.0,3.22
2860,65.0,29268,5944.0,4322.0,2.66,4649.0,2.87
2861,66.0,29268,5504.0,3882.0,2.39,2533.0,1.56
2862,67.0,29268,5273.0,3651.0,2.25,2359.0,1.45
2863,68.0,29268,5104.0,3482.0,2.15,2373.0,1.46
2864,69.0,29268,4920.0,3298.0,2.03,2294.0,1.41
2865,70.0,29268,4799.0,3177.0,1.96,2817.0,1.74
2866,71.0,29268,4542.0,2920.0,1.8,3420.0,2.11
2867,72.0,29268,4318.0,2696.0,1.66,3078.0,1.9
2868,73.0,29268,4253.0,2631.0,1.62,2080.0,1.28
2869,74.0,29268,4224.0,2602.0,1.6,2157.0,1.33
2870,75.0,29268,4313.0,2691.0,1.66,2997.0,1.85
2871,76.0,29268,4323.0,2701.0,1.67,2360.0,1.45
2872,77.0,29268,4298.0,2676.0,1.65,2644.0,1.63
2873,78.0,29268,4338.0,2716.0,1.67,3698.0,2.28
2874,79.0,29268,4454.0,2832.0,1.75,3889.0,2.4
2875,80.0,29268,4427.0,2805.0,1.73,1895.0,1.17
2876,81.0,29268,4463.0,2841.0,1.75,2405.0,1.48
2877,82.0,29268,4350.0,2728.0,1.68,2210.0,1.36
2878,83.0,29268,4281.0,2659.0,1.64,1873.0,1.15
2879,84.0,29268,4225.0,2603.0,1.6,2252.0,1.39
2880,85.0,29268,4205.0,2583.0,1.59,3557.0,2.19
2881,86.0,29268,4158.0,2536.0,1.56,3560.0,2.19
2882,87.0,29268,4279.0,2657.0,1.64,2746.0,1.69
2883,88.0,29268,4216.0,2594.0,1.6,1965.0,1.21
2884,89.0,29268,4144.0,2522.0,1.55,1702.0,1.05
2885,90.0,29268,4088.0,2466.0,1.52,1483.0,0.91
2886,91.0,29268,4027.0,2405.0,1.48,1826.0,1.13
2887,92.0,29268,3924.0,2302.0,1.42,2833.0,1.75
2888,93.0,29268,3800.0,2178.0,1.34,2691.0,1.66
2889,94.0,29268,3660.0,2038.0,1.26,1767.0,1.09
2890,95.0,29268,3589.0,1967.0,1.21,1470.0,0.91
2891,96.0,29268,3866.0,2244.0,1.38,3639.0,2.24
2892,97.0,29268,4183.0,2561.0,1.58,3706.0,2.28
2893,98.0,29268,4437.0,2815.0,1.74,3605.0,2.22
2894,99.0,29268,4879.0,3257.0,2.01,5922.0,3.65
2895,100.0,29268,5334.0,3712.0,2.29,5880.0,3.63
2896,101.0,29268,5632.0,4010.0,2.47,3849.0,2.37
2897,102.0,29268,5798.0,4176.0,2.57,2631.0,1.62
2898,103.0,29268,5582.0,3960.0,2.44,2129.0,1.31
2899,104.0,29268,5355.0,3733.0,2.3,2121.0,1.31
2900,105.0,29268,5145.0,3523.0,2.17,2132.0,1.31
2901,106.0,29268,4812.0,3190.0,1.97,3588.0,2.21
2902,107.0,29268,4693.0,3071.0,1.89,5048.0,3.11
2903,108.0,29268,4527.0,2905.0,1.79,2690.0,1.66
2904,109.0,29268,4422.0,2800.0,1.73,1893.0,1.17
2905,110.0,29268,4361.0,2739.0,1.69,1701.0,1.05
2906,111.0,29268,4346.0,2724.0,1.68,2018.0,1.24
2907,112.0,29268,4329.0,2707.0,1.67,2011.0,1.24
2908,113.0,29268,4254.0,2632.0,1.62,3065.0,1.89
2909,114.0,29268,4158.0,2536.0,1.56,4380.0,2.7
2910,115.0,29268,4111.0,2489.0,1.53,2360.0,1.45
2911,116.0,29268,4443.0,2821.0,1.74,4216.0,2.6
2912,117.0,29268,4668.0,3046.0,1.88,3274.0,2.02
2913,118.0,29268,4788.0,3166.0,1.95,2856.0,1.76
2914,119.0,29268,4890.0,3268.0,2.01,2725.0,1.68
2915,120.0,29268,4987.0,3365.0,2.07,3745.0,2.31
2975,30.0,26709,24242.0,15021.5,1.63,31090.5,3.37
2976,31.0,26709,24590.0,15369.5,1.67,7151.5,0.78
2977,32.0,26709,24419.0,15198.5,1.65,3947.5,0.43
2978,33.0,26709,21901.0,12680.5,1.38,3059.5,0.33
2979,34.0,26709,20523.0,11302.5,1.23,4720.5,0.51
2980,35.0,26709,20418.0,11197.5,1.21,6884.5,0.75
2981,36.0,26709,18270.0,9049.5,0.98,6494.5,0.7
2982,37.0,26709,14331.0,5110.5,0.55,3518.5,0.38
2983,38.0,26709,13636.0,4415.5,0.48,2289.5,0.25
2984,39.0,26709,13274.0,4053.5,0.44,1411.5,0.15
2985,40.0,26709,13001.0,3780.5,0.41,1150.5,0.12
2986,41.0,26709,12765.0,3544.5,0.38,3064.5,0.33
2987,42.0,26709,12938.0,3717.5,0.4,8095.5,0.88
2988,43.0,26709,12795.0,3574.5,0.39,5492.5,0.6
2989,44.0,26709,12718.0,3497.5,0.38,2984.5,0.32
2990,45.0,26709,12609.0,3388.5,0.37,1520.5,0.16
2991,46.0,26709,12596.0,3375.5,0.37,1320.5,0.14
2992,47.0,26709,12904.0,3683.5,0.4,3311.5,0.36
2993,48.0,26709,12800.0,3579.5,0.39,2337.5,0.25
2994,49.0,26709,12098.0,2877.5,0.31,3176.5,0.34
2995,50.0,26709,12542.0,3321.5,0.36,8605.5,0.93
2996,51.0,26709,12465.0,3244.5,0.35,2440.5,0.26
2997,52.0,26709,12526.0,3305.5,0.36,1951.5,0.21
2998,53.0,26709,12801.0,3580.5,0.39,3244.5,0.35
2999,54.0,26709,13150.0,3929.5,0.43,5750.5,0.62
3000,55.0,26709,14076.0,4855.5,0.53,8820.5,0.96
3001,56.0,26709,14682.0,5461.5,0.59,7420.5,0.8
3002,57.0,26709,14401.0,5180.5,0.56,6639.5,0.72
3003,58.0,26709,16476.0,7255.5,0.79,16962.5,1.84
3004,59.0,26709,17151.0,7930.5,0.86,6680.5,0.72
3005,60.0,26709,17761.0,8540.5,0.93,7509.5,0.81
3006,61.0,26709,18680.0,9459.5,1.03,12188.5,1.32
3007,62.0,26709,19391.0,10170.5,1.1,13796.5,1.5
3008,63.0,26709,19075.0,9854.5,1.07,5210.5,0.57
3009,64.0,26709,18457.0,9236.5,1.0,2311.5,0.25
3010,65.0,26709,16442.0,7221.5,0.78,2855.5,0.31
3011,66.0,26709,15882.0,6661.5,0.72,2762.5,0.3
3012,67.0,26709,14915.0,5694.5,0.62,741.5,0.08
3013,68.0,26709,13158.0,3937.5,0.43,-114.5,-0.01
3014,69.0,26709,11367.0,2146.5,0.23,1258.5,0.14
3015,70.0,26709,11062.0,1841.5,0.2,3076.5,0.33
3016,71.0,26709,11203.0,1982.5,0.22,3298.5,0.36
3017,72.0,26709,11049.0,1828.5,0.2,1778.5,0.19
3018,73.0,26709,10740.0,1519.5,0.16,602.5,0.07
3019,74.0,26709,10518.0,1297.5,0.14,-815.5,-0.09
3020,75.0,26709,10448.0,1227.5,0.13,-606.5,-0.07
3021,76.0,26709,10306.0,1085.5,0.12,268.5,0.03
3022,77.0,26709,10846.0,1625.5,0.18,6855.5,0.74
3023,78.0,26709,10746.0,1525.5,0.17,2597.5,0.28
3024,79.0,26709,10534.0,1313.5,0.14,294.5,0.03
3025,80.0,26709,10152.0,931.5,0.1,-2068.5,-0.22
3026,81.0,26709,9846.0,625.5,0.07,-2958.5,-0.32
3027,82.0,26709,9558.0,337.5,0.04,-2624.5,-0.28
3028,83.0,26709,9598.0,377.5,0.04,551.5,0.06
3029,84.0,26709,8871.0,-349.5,-0.04,1762.5,0.19
3030,85.0,26709,9735.0,514.5,0.06,8647.5,0.94
3031,86.0,26709,9711.0,490.5,0.05,128.5,0.01
3032,87.0,26709,9810.0,589.5,0.06,-1376.5,-0.15
3033,88.0,26709,10032.0,811.5,0.09,-1405.5,-0.15
3034,89.0,26709,10231.0,1010.5,0.11,-1230.5,-0.13
3035,90.0,26709,10027.0,806.5,0.09,-876.5,-0.1
3036,91.0,26709,10151.0,930.5,0.1,2632.5,0.29
3037,92.0,26709,9145.0,-75.5,-0.01,1599.5,0.17
3038,93.0,26709,8995.0,-225.5,-0.02,-920.5,-0.1
3039,94.0,26709,8985.0,-235.5,-0.03,-1441.5,-0.16
3040,95.0,26709,8850.0,-370.5,-0.04,-2351.5,-0.26
3041,96.0,26709,8875.0,-345.5,-0.04,-1055.5,-0.11
3042,97.0,26709,8928.0,-292.5,-0.03,-507.5,-0.06
3043,98.0,26709,8844.0,-376.5,-0.04,2044.5,0.22
3044,99.0,26709,8632.0,-588.5,-0.06,117.5,0.01
3045,100.0,26709,8460.0,-760.5,-0.08,-2127.5,-0.23
3046,101.0,26709,8349.0,-871.5,-0.09,-2214.5,-0.24
3047,102.0,26709,8366.0,-854.5,-0.09,-2234.5,-0.24
3048,103.0,26709,8145.0,-1075.5,-0.12,-2600.5,-0.28
3049,104.0,26709,8104.0,-1116.5,-0.12,-800.5,-0.09
3050,105.0,26709,7713.0,-1507.5,-0.16,-689.5,-0.07
3051,106.0,26709,7647.0,-1573.5,-0.17,-344.5,-0.04
3052,107.0,26709,7746.0,-1474.5,-0.16,-1433.5,-0.16
3053,108.0,26709,7687.0,-1533.5,-0.17,-2629.5,-0.29
3054,109.0,26709,7640.0,-1580.5,-0.17,-2561.5,-0.28
3055,110.0,26709,7682.0,-1538.5,-0.17,-2306.5,-0.25
3056,111.0,26709,7585.0,-1635.5,-0.18,-1483.5,-0.16
3057,112.0,26709,7761.0,-1459.5,-0.16,548.5,0.06
3058,113.0,26709,8077.0,-1143.5,-0.12,1867.5,0.2
3059,114.0,26709,8265.0,-955.5,-0.1,-123.5,-0.01
3060,115.0,26709,8363.0,-857.5,-0.09,-1937.5,-0.21
3061,116.0,26709,8642.0,-578.5,-0.06,-608.5,-0.07
3062,117.0,26709,8686.0,-534.5,-0.06,-2004.5,-0.22
3063,118.0,26709,8737.0,-483.5,-0.05,-1124.5,-0.12
3064,119.0,26709,8634.0,-586.5,-0.06,-169.5,-0.02
3065,120.0,26709,8405.0,-815.5,-0.09,265.5,0.03
3125,30.0,195158,3643.0,1534.0,0.73,1575.0,0.75
3126,31.0,195158,3624.0,1515.0,0.72,2540.0,1.2
3127,32.0,195158,3705.0,1596.0,0.76,2193.0,1.04
3128,33.0,195158,3734.0,1625.0,0.77,1677.0,0.8
3129,34.0,195158,3690.0,1581.0,0.75,955.0,0.45
3130,35.0,195158,3666.0,1557.0,0.74,779.0,0.37
3131,36.0,195158,3659.0,1550.0,0.73,1135.0,0.54
3132,37.0,195158,3573.0,1464.0,0.69,972.0,0.46
3133,38.0,195158,3362.0,1253.0,0.59,1060.0,0.5
3134,39.0,195158,3245.0,1136.0,0.54,1374.0,0.65
3135,40.0,195158,3110.0,1001.0,0.47,733.0,0.35
3136,41.0,195158,3119.0,1010.0,0.48,1021.0,0.48
3137,42.0,195158,3122.0,1013.0,0.48,802.0,0.38
3138,43.0,195158,3050.0,941.0,0.45,628.0,0.3
3139,44.0,195158,3067.0,958.0,0.45,1093.0,0.52
3140,45.0,195158,3083.0,974.0,0.46,1171.0,0.56
3141,46.0,195158,3074.0,965.0,0.46,1312.0,0.62
3142,47.0,195158,3084.0,975.0,0.46,803.0,0.38
3143,48.0,195158,3019.0,910.0,0.43,563.0,0.27
3144,49.0,195158,2986.0,877.0,0.42,575.0,0.27
3145,50.0,195158,2966.0,857.0,0.41,486.0,0.23
3146,51.0,195158,3329.0,1220.0,0.58,3633.0,1.72
3147,52.0,195158,3588.0,1479.0,0.7,2987.0,1.42
3148,53.0,195158,3718.0,1609.0,0.76,2219.0,1.05
3149,54.0,195158,3739.0,1630.0,0.77,950.0,0.45
3150,55.0,195158,3670.0,1561.0,0.74,78.0,0.04
3151,56.0,195158,3647.0,1538.0,0.73,414.0,0.2
3152,57.0,195158,3720.0,1611.0,0.76,1000.0,0.47
3153,58.0,195158,3381.0,1272.0,0.6,1257.0,0.6
3154,59.0,195158,3074.0,965.0,0.46,838.0,0.4
3155,60.0,195158,2896.0,787.0,0.37,973.0,0.46
3156,61.0,195158,2906.0,797.0,0.38,1020.0,0.48
3157,62.0,195158,3004.0,895.0,0.42,766.0,0.36
3158,63.0,195158,3038.0,929.0,0.44,651.0,0.31
3159,64.0,195158,2978.0,869.0,0.41,580.0,0.28
3160,65.0,195158,3203.0,1094.0,0.52,2836.0,1.34
3161,66.0,195158,3310.0,1201.0,0.57,1581.0,0.75
3162,67.0,195158,3333.0,1224.0,0.58,1136.0,0.54
3163,68.0,195158,3264.0,1155.0,0.55,537.0,0.25
3164,69.0,195158,3267.0,1158.0,0.55,785.0,0.37
3165,70.0,195158,3282.0,1173.0,0.56,762.0,0.36
3166,71.0,195158,3353.0,1244.0,0.59,1071.0,0.51
3167,72.0,195158,3159.0,1050.0,0.5,1478.0,0.7
3168,73.0,195158,3336.0,1227.0,0.58,2822.0,1.34
3169,74.0,195158,3611.0,1502.0,0.71,3061.0,1.45
3170,75.0,195158,4735.0,2626.0,1.25,8408.0,3.99
3171,76.0,195158,5352.0,3243.0,1.54,5099.0,2.42
3172,77.0,195158,5727.0,3618.0,1.72,3389.0,1.61
3173,78.0,195158,6106.0,3997.0,1.9,3727.0,1.77
3174,79.0,195158,6328.0,4219.0,2.0,3032.0,1.44
3175,80.0,195158,6349.0,4240.0,2.01,2970.0,1.41
3176,81.0,195158,6199.0,4090.0,1.94,2005.0,0.95
3177,82.0,195158,5266.0,3157.0,1.5,1881.0,0.89
3178,83.0,195158,4750.0,2641.0,1.25,1483.0,0.7
3179,84.0,195158,4456.0,2347.0,1.11,1334.0,0.63
3180,85.0,195158,4108.0,1999.0,0.95,1294.0,0.61
3181,86.0,195158,3941.0,1832.0,0.87,1858.0,0.88
3182,87.0,195158,3927.0,1818.0,0.86,2871.0,1.36
3183,88.0,195158,3959.0,1850.0,0.88,2230.0,1.06
3184,89.0,195158,4072.0,1963.0,0.93,2672.0,1.27
3185,90.0,195158,4333.0,2224.0,1.05,3315.0,1.57
3186,91.0,195158,4462.0,2353.0,1.12,2236.0,1.06
3187,92.0,195158,4774.0,2665.0,1.26,3477.0,1.65
3188,93.0,195158,4833.0,2724.0,1.29,2273.0,1.08
3189,94.0,195158,4946.0,2837.0,1.35,3656.0,1.73
3190,95.0,195158,4931.0,2822.0,1.34,2129.0,1.01
3191,96.0,195158,4761.0,2652.0,1.26,1478.0,0.7
3192,97.0,195158,4493.0,2384.0,1.13,1443.0,0.68
3193,98.0,195158,4443.0,2334.0,1.11,1887.0,0.89
3194,99.0,195158,4166.0,2057.0,0.98,1538.0,0.73
3195,100.0,195158,4209.0,2100.0,1.0,2571.0,1.22
3196,101.0,195158,4054.0,1945.0,0.92,2574.0,1.22
3197,102.0,195158,4011.0,1902.0,0.9,1826.0,0.87
3198,103.0,195158,5245.0,3136.0,1.49,10117.0,4.8
3199,104.0,195158,6643.0,4534.0,2.15,11231.0,5.33
3200,105.0,195158,7272.0,5163.0,2.45,6284.0,2.98
3201,106.0,195158,8983.0,6874.0,3.26,13520.0,6.41
3202,107.0,195158,9456.0,7347.0,3.48,5880.0,2.79
3203,108.0,195158,12455.0,10346.0,4.91,23565.0,11.17
3204,109.0,195158,15278.0,13169.0,6.24,21589.0,10.24
3205,110.0,195158,15685.0,13576.0,6.44,12965.0,6.15
3206,111.0,195158,15541.0,13432.0,6.37,10226.0,4.85
3207,112.0,195158,16023.0,13914.0,6.6,9657.0,4.58
3208,113.0,195158,15464.0,13355.0,6.33,9607.0,4.56
3209,114.0,195158,15253.0,13144.0,6.23,4402.0,2.09
3210,115.0,195158,12490.0,10381.0,4.92,4221.0,2.0
3211,116.0,195158,10050.0,7941.0,3.77,4512.0,2.14
3212,117.0,195158,8791.0,6682.0,3.17,4153.0,1.97
3213,118.0,195158,7716.0,5607.0,2.66,2700.0,1.28
3214,119.0,195158,7014.0,4905.0,2.33,4741.0,2.25
3215,120.0,195158,6093.0,3984.0,1.89,3162.0,1.5
3275,30.0,168534,7226.0,4770.5,1.94,3734.5,1.52
3276,31.0,168534,6743.0,4287.5,1.75,2829.5,1.15
3277,32.0,168534,6458.0,4002.5,1.63,2391.5,0.97
3278,33.0,168534,6278.0,3822.5,1.56,2647.5,1.08
3279,34.0,168534,6021.0,3565.5,1.45,3738.5,1.52
3280,35.0,168534,5829.0,3373.5,1.37,4716.5,1.92
3281,36.0,168534,5833.0,3377.5,1.38,3590.5,1.46
3282,37.0,168534,5585.0,3129.5,1.27,1998.5,0.81
3283,38.0,168534,5463.0,3007.5,1.22,1970.5,0.8
3284,39.0,168534,5418.0,2962.5,1.21,2075.5,0.85
3285,40.0,168534,5467.0,3011.5,1.23,2993.5,1.22
3286,41.0,168534,5531.0,3075.5,1.25,4184.5,1.7
3287,42.0,168534,5443.0,2987.5,1.22,4104.5,1.67
3288,43.0,168534,5308.0,2852.5,1.16,2644.5,1.08
3289,44.0,168534,5326.0,2870.5,1.17,2122.5,0.86
3290,45.0,168534,5310.0,2854.5,1.16,1860.5,0.76
3291,46.0,168534,5256.0,2800.5,1.14,1695.5,0.69
3292,47.0,168534,5090.0,2634.5,1.07,1835.5,0.75
3293,48.0,168534,5148.0,2692.5,1.1,4589.5,1.87
3294,49.0,168534,5033.0,2577.5,1.05,3299.5,1.34
3295,50.0,168534,4957.0,2501.5,1.02,2111.5,0.86
3296,51.0,168534,4897.0,2441.5,0.99,1702.5,0.69
3297,52.0,168534,4881.0,2425.5,0.99,1748.5,0.71
3298,53.0,168534,4868.0,2412.5,0.98,1604.5,0.65
3299,54.0,168534,4864.0,2408.5,0.98,1806.5,0.74
3300,55.0,168534,4585.0,2129.5,0.87,2638.5,1.07
3301,56.0,168534,4511.0,2055.5,0.84,2778.5,1.13
3302,57.0,168534,4585.0,2129.5,0.87,2629.5,1.07
3303,58.0,168534,4566.0,2110.5,0.86,1572.5,0.64
3304,59.0,168534,4505.0,2049.5,0.83,1317.5,0.54
3305,60.0,168534,4500.0,2044.5,0.83,1571.5,0.64
3306,61.0,168534,4514.0,2058.5,0.84,1902.5,0.77
3307,62.0,168534,4452.0,1996.5,0.81,2204.5,0.9
3308,63.0,168534,4369.0,1913.5,0.78,2199.5,0.9
3309,64.0,168534,4181.0,1725.5,0.7,1310.5,0.53
3310,65.0,168534,4204.0,1748.5,0.71,1739.5,0.71
3311,66.0,168534,4562.0,2106.5,0.86,3817.5,1.55
3312,67.0,168534,5060.0,2604.5,1.06,5061.5,2.06
3313,68.0,168534,5168.0,2712.5,1.1,2657.5,1.08
3314,69.0,168534,5180.0,2724.5,1.11,2287.5,0.93
3315,70.0,168534,5276.0,2820.5,1.15,2872.5,1.17
3316,71.0,168534,5351.0,2895.5,1.18,1833.5,0.75
3317,72.0,168534,5379.0,2923.5,1.19,1935.5,0.79
3318,73.0,168534,5050.0,2594.5,1.06,1516.5,0.62
3319,74.0,168534,4574.0,2118.5,0.86,1729.5,0.7
3320,75.0,168534,4490.0,2034.5,0.83,2066.5,0.84
3321,76.0,168534,4472.0,2016.5,0.82,2162.5,0.88
3322,77.0,168534,4393.0,1937.5,0.79,2319.5,0.94
3323,78.0,168534,4478.0,2022.5,0.82,2430.5,0.99
3324,79.0,168534,4456.0,2000.5,0.81,1782.5,0.73
3325,80.0,168534,4421.0,1965.5,0.8,1270.5,0.52
3326,81.0,168534,4428.0,1972.5,0.8,1775.5,0.72
3327,82.0,168534,4340.0,1884.5,0.77,1451.5,0.59
3328,83.0,168534,4357.0,1901.5,0.77,2285.5,0.93
3329,84.0,168534,4349.0,1893.5,0.77,2263.5,0.92
3330,85.0,168534,4345.0,1889.5,0.77,2401.5,0.98
3331,86.0,168534,4362.0,1906.5,0.78,1898.5,0.77
3332,87.0,168534,4365.0,1909.5,0.78,1292.5,0.53
3333,88.0,168534,4461.0,2005.5,0.82,2451.5,1.0
3334,89.0,168534,5090.0,2634.5,1.07,5850.5,2.38
3335,90.0,168534,5374.0,2918.5,1.19,4272.5,1.74
3336,91.0,168534,5565.0,3109.5,1.27,3605.5,1.47
3337,92.0,168534,6526.0,4070.5,1.66,9124.5,3.72
3338,93.0,168534,6794.0,4338.5,1.77,3774.5,1.54
3339,94.0,168534,7058.0,4602.5,1.87,3138.5,1.28
3340,95.0,168534,7023.0,4567.5,1.86,2206.5,0.9
3341,96.0,168534,6451.0,3995.5,1.63,1852.5,0.75
3342,97.0,168534,6178.0,3722.5,1.52,2360.5,0.96
3343,98.0,168534,6092.0,3636.5,1.48,2998.5,1.22
3344,99.0,168534,5026.0,2570.5,1.05,1663.5,0.68
3345,100.0,168534,4794.0,2338.5,0.95,2151.5,0.88
3346,101.0,168534,4584.0,2128.5,0.87,1672.5,0.68
3347,102.0,168534,4448.0,1992.5,0.81,1253.5,0.51
3348,103.0,168534,4320.0,1864.5,0.76,957.5,0.39
3349,104.0,168534,4218.0,1762.5,0.72,1640.5,0.67
3350,105.0,168534,4025.0,1569.5,0.64,1653.5,0.67
3351,106.0,168534,4002.0,1546.5,0.63,1497.5,0.61
3352,107.0,168534,3869.0,1413.5,0.58,1223.5,0.5
3353,108.0,168534,3849.0,1393.5,0.57,1530.5,0.62
3354,109.0,168534,3830.0,1374.5,0.56,1123.5,0.46
3355,110.0,168534,3902.0,1446.5,0.59,1462.5,0.6
3356,111.0,168534,3896.0,1440.5,0.59,1598.5,0.65
3357,112.0,168534,4046.0,1590.5,0.65,2701.5,1.1
3358,113.0,168534,4182.0,1726.5,0.7,2451.5,1.0
3359,114.0,168534,4197.0,1741.5,0.71,1324.5,0.54
3360,115.0,168534,4163.0,1707.5,0.7,1290.5,0.53
3361,116.0,168534,4198.0,1742.5,0.71,1369.5,0.56
3362,117.0,168534,4168.0,1712.5,0.7,1252.5,0.51
3363,118.0,168534,4270.0,1814.5,0.74,2317.5,0.94
3364,119.0,168534,4194.0,1738.5,0.71,2163.5,0.88
3365,120.0,168534,4039.0,1583.5,0.64,1366.5,0.56
3425,30.0,100955,4613.0,2574.5,1.26,3685.5,1.81
3426,31.0,100955,4408.0,2369.5,1.16,950.5,0.47
3427,32.0,100955,4204.0,2165.5,1.06,1175.5,0.58
3428,33.0,100955,4079.0,2040.5,1.0,1634.5,0.8
3429,34.0,100955,3826.0,1787.5,0.88,1359.5,0.67
3430,35.0,100955,3717.0,1678.5,0.82,1561.5,0.77
3431,36.0,100955,3665.0,1626.5,0.8,1019.5,0.5
3432,37.0,100955,3225.0,1186.5,0.58,610.5,0.3
3433,38.0,100955,3206.0,1167.5,0.57,817.5,0.4
3434,39.0,100955,3243.0,1204.5,0.59,1433.5,0.7
3435,40.0,100955,3288.0,1249.5,0.61,1946.5,0.95
3436,41.0,100955,3391.0,1352.5,0.66,2079.5,1.02
3437,42.0,100955,3408.0,1369.5,0.67,1680.5,0.82
3438,43.0,100955,3395.0,1356.5,0.67,932.5,0.46
3439,44.0,100955,3412.0,1373.5,0.67,729.5,0.36
3440,45.0,100955,3391.0,1352.5,0.66,665.5,0.33
3441,46.0,100955,3301.0,1262.5,0.62,808.5,0.4
3442,47.0,100955,3215.0,1176.5,0.58,1340.5,0.66
3443,48.0,100955,3080.0,1041.5,0.51,1134.5,0.56
3444,49.0,100955,3130.0,1091.5,0.54,2029.5,1.0
3445,50.0,100955,3177.0,1138.5,0.56,1263.5,0.62
3446,51.0,100955,3157.0,1118.5,0.55,593.5,0.29
3447,52.0,100955,3132.0,1093.5,0.54,485.5,0.24
3448,53.0,100955,3069.0,1030.5,0.51,368.5,0.18
3449,54.0,100955,3015.0,976.5,0.48,962.5,0.47
3450,55.0,100955,2974.0,935.5,0.46,847.5,0.42
3451,56.0,100955,2807.0,768.5,0.38,863.5,0.42
3452,57.0,100955,2648.0,609.5,0.3,149.5,0.07
3453,58.0,100955,2600.0,561.5,0.28,255.5,0.13
3454,59.0,100955,2527.0,488.5,0.24,-26.5,-0.01
3455,60.0,100955,2504.0,465.5,0.23,209.5,0.1
3456,61.0,100955,2442.0,403.5,0.2,529.5,0.26
3457,62.0,100955,2450.0,411.5,0.2,900.5,0.44
3458,63.0,100955,2407.0,368.5,0.18,563.5,0.28
3459,64.0,100955,2399.0,360.5,0.18,92.5,0.05
3460,65.0,100955,2358.0,319.5,0.16,-30.5,-0.01
3461,66.0,100955,2348.0,309.5,0.15,-96.5,-0.05
3462,67.0,100955,2329.0,290.5,0.14,80.5,0.04
3463,68.0,100955,2380.0,341.5,0.17,882.5,0.43
3464,69.0,100955,2412.0,373.5,0.18,1126.5,0.55
3465,70.0,100955,2473.0,434.5,0.21,992.5,0.49
3466,71.0,100955,2527.0,488.5,0.24,468.5,0.23
3467,72.0,100955,2555.0,516.5,0.25,167.5,0.08
3468,73.0,100955,2581.0,542.5,0.27,82.5,0.04
3469,74.0,100955,2576.0,537.5,0.26,46.5,0.02
3470,75.0,100955,2574.0,535.5,0.26,867.5,0.43
3471,76.0,100955,2547.0,508.5,0.25,937.5,0.46
3472,77.0,100955,2632.0,593.5,0.29,1586.5,0.78
3473,78.0,100955,2560.0,521.5,0.26,-34.5,-0.02
3474,79.0,100955,2534.0,495.5,0.24,-15.5,-0.01
3475,80.0,100955,2498.0,459.5,0.23,-165.5,-0.08
3476,81.0,100955,2532.0,493.5,0.24,279.5,0.14
3477,82.0,100955,2455.0,416.5,0.2,329.5,0.16
3478,83.0,100955,2401.0,362.5,0.18,558.5,0.27
3479,84.0,100955,2495.0,456.5,0.22,2246.5,1.1
3480,85.0,100955,2528.0,489.5,0.24,197.5,0.1
3481,86.0,100955,2548.0,509.5,0.25,125.5,0.06
3482,87.0,100955,2544.0,505.5,0.25,-196.5,-0.1
3483,88.0,100955,2481.0,442.5,0.22,-161.5,-0.08
3484,89.0,100955,2478.0,439.5,0.22,308.5,0.15
3485,90.0,100955,2406.0,367.5,0.18,58.5,0.03
3486,91.0,100955,2053.0,14.5,0.01,-230.5,-0.11
